pub_date	title	venue	excerpt	citation	url_slug	paper_url
4/12/19	Conveying Situational Information to People with Visual Impairments	CHI'19 Workshop: Addressing the Challenges of Situationally-Induced Impairments and Disabilities in Mobile Interaction		"_Hasan, R., Hassan, E., Li, Y., Caine, K., Crandall, D. J., Hoyle, R., & Kapadia, A. (2018). Viewer Experience of Obscuring Scene Elements in Photos to Enhance Privacy. In Proceedings of the 2018 CHI Conference on Human Factors in Computing Systems (pp. 47:1--47:13). New York, NY, USA: ACM. https://doi.org/10.1145/3173574.3173621"	vip-3	https://rakib062.github.io/files/vip-3.pdf
